id	label
1901	The Nature and Diversity of Living Things
1903	Characteristics of Living Things
1904	The concept of life on Earth
1905	Properties of life
1906	Order and form
1907	Metabolism: catabolism and anabolism
1908	Sensory reception
1909	Reproduction, growth, and development
1910	Interaction with the environment
1911	Levels of biotic organization
1912	Molecular: polymers, carbohydrates, lipids, proteins, and nucleic acids
1913	Cellular: procaryotic cells and eucaryotic cells
1914	Organ: tissues, tissue systems, and the whole organism
1915	Population: species and communities
1916	Life beyond the Earth
1917	The concept of extraterrestrial life and its chemistry
1918	The significance of the search for life beyond Earth
1919	Exobiological survey of the solar system: physical environments and biological prospects
1920	The Origin of Life and the Evolution of Living Things
1921	Stages in the emergence of life
1922	Hypotheses about the origin of life
1923	Steps in the production of chemical precursors of life
1924	Formation of the Earth's primitive reducing atmosphere
1925	Production of simple organic molecules
1926	Production of long-chain molecules consisting of repeating units
1927	Origin of the genetic code
1928	The earliest living systems
1929	Evolution of enzymatic reaction chains
1930	Origin of procaryotic and eucaryotic cells
1931	Evolution of photosynthesis
1932	The antiquity of life: evidence of biological activity in the geological record
1933	The theory of evolution
1934	The history of evolutionary theory
1935	Lamarck's contribution
1936	Darwin's theory of natural selection
1937	Mendel's theory of heredity
1938	The synthetic theory of evolution
1939	Molecular and genetic studies
1940	The evidence for evolution
1941	The fossil record of gradual change
1942	Structural similarities (homologies) of different species
1943	Vestiges of ancestral forms in embryonic development
1944	Molecular clues to evolutionary history
1945	The process of evolution
1946	Genetic variation through gene or chromosomal mutation
1947	Changes in gene frequencies within a population through gene mutation, gene migration, and genetic drift
1948	Natural selection
1949	Adaptation and fitness
1950	Aspects of the process of natural selection; coloration; mimicry; polymorphism
1951	Natural selection in the process of genetic change
1952	Types of selection: stabilizing, directional, diversifying, sexual, and kin
1953	The origin of species and the process of speciation
1954	The distinctiveness of species
1955	The criterion of reproductive isolation
1956	The properties Of species
1957	Modes of speciation (e.g., geographic speciation, adaptive radiation, quantum speciation)
1958	Genetic differentiation during speciation
1959	Patterns and rates of species evolution
1960	The topology (or configuration) of phylogenies
1961	The rate of morphological change: gradual or punctuational evolution
1962	Molecular evolution
1963	The relationship between species and other taxonomic categories: family, order, class, phylum
1964	The Classification of Living Things
1965	Viruses
1967	Monerans: bacteria and other prokaryotes
1969	Protists
1970	Algae
1971	Protozoan
1972	Slime molds
1973	Fungi
1975	Plants
1976	Bryophytes
1977	Mosses
1978	Liverworts
1979	Hornworts
1980	Psilotophytes, or whisk ferns
1981	Lycophytes (club mosses and allies)
1982	Sphenophytes, or horsetails
1983	Filicophytes, or ferns
1984	Ophioglossopsids
1985	Marattiopsids
1986	Filicopsids
1987	Conifers
1988	Ginkgos
1989	Cycads
1990	Gnetophytes
1991	Angiosperms (magnoliophytes), or flowering plants
1992	Magnoliopsids, or dicots
1993	Liliopsids, or monocots
1994	Animals
1995	Placozoans
1996	Porifera, or sponges
1997	Calcispongiaens
1998	Hyalospongiaens
1999	Demospongiaens
2000	Mesozoans
2001	Dicyemids
2002	Orthonectids
2003	Cnidarians, or coelenterates
2004	Anthozoans (corals; sea anemones; sea fans and sea whips; sea pens and sea pansies)
2005	Scyphozoans (jellyfish)
2006	Hydrozoans (hydra)
2007	Cubozoans (box jellyfishes)
2008	Ctenophores, or comb jellies
2009	Platyhelminthes, or flatworms
2010	Turbellarians
2011	Monogeneans
2012	Aspidocotyleans
2013	Trematodes, or flukes
2014	Cestodes, or tapeworms
2015	Nemerteans, or ribbon worms
2016	Acanthocephalans, or spiny-headed worms
2017	Aschelminthes
2018	Rotifers, or wheel animacules
2019	Gastrotrichs
2020	Kinorhynchates
2021	Nematodes, or roundworms
2022	Nematomorphs, or horsehair worms
2023	Priapulids
2024	Annelid worms
2025	Polychaetes, or marine worms
2026	Oligochaetes, or terrestrial worms
2027	Hirudineans, or leeches
2028	Tardigrades, or water bears
2029	Onychophorans, or velvet worms
2030	Arthropods
2031	Crustaceans
2032	Uniramians (millipedes, centipedes, pauropods, symphylans, and insects)
2033	Chelicerates (sea spiders, horseshoe crabs, and arachnids)
2034	Mollusks
2035	Tryblids, or neopilinids
2036	Solenogastres, or narrow-footed gliders
2037	Caudofoveatans, or mudmoles
2038	Placophorans, or chitons
2039	Pelecypods, or bivalves (clams, mussels, oysters, scallops, and cockles)
2040	Scaphopods, or tusk shells
2041	Gastropods (limpets, snails, and slugs)
2042	Cephalopods (nautiluses; cuttlefishes, squids, and octopuses)
2043	Bryozoans, or moss animals
2044	Phylactolaemates
2045	Stenolaemates
2046	Gymnolaemates
2047	Phoronids, or horseshoe worms
2048	Brachiopods, or lamp shells
2049	Inarticulates
2050	Articulates
2051	Sipunculid worms, or peanutworms
2052	Chaetognaths, or arrowworms
2053	Echiurids, or spoonworms
2054	Echinoderms
2055	Crinozoans, or sea lilies
2056	Echinozoans (sea urchins, heart urchins, and sand dollars; sea cucumbers)
2057	Asterozoans (starfish, brittle stars, and sea daisies)
2058	Hemichordates
2059	Enteropneusts, or acorn worms
2060	Pterobranchs
2061	Pogonophors, or beardworms
2062	Chordates
2063	Tunicates (sea squirts, appendicularians, and thaliaceans)
2064	Cephalochordates, or lancelets
2065	"Vertebrates "
