Id	Label
10331	Philosophy
10333	History of Philosophy
10438	The Nature and the Divisions of Philosophy
10491	Philosophical Schools and Doctrines
10334	History of Western philosophy
10405	Non-Western philosophy
10430	Philosophies associated with religion
10439	The nature, scope, and methods of philosophy 
10445	The divisions of philosophy
10492	Major philosophical schools in the West
10520	Theories of Being and existence
10529	Theories of thought, knowledge, and faculties of mind
10537	Theories of conduct
10335	Ancient Greek and Roman philosophy
10363	Philosophy in the Middle Ages
10374	Modern philosophy
10406	Indian philosophy
10419	Chinese philosophy
10425	Japanese philosophy
10431	Hindu philosophy
10432	Buddhist philosophy
10433	Conf ucian philosophy
10434	Taoist philosophy
10435	Jewish philosophy
10436	Islamic philosophy
10437	Christian philosophy
10440	Diverse conceptions of philosophy
10441	Diverse views of the methods of philosophy
10442	The forms of philosophical exposition 
10444	Criteria of meaning and truth in philosophical thought
10446	Metaphysicsorspeculativephilosophyingeneral
10450	The philosophy of nature
10457	Epistemology, or theory of knowledge
10461	The philosophy of mind, or philosophical psychology
10465	The philosophy of man, or philosophical anthropology
10469	Ethics, or moral philosophy
10473	Political philosophy
10477	Aesthetics
10482	The philosophy of language
10483	The philosophy of logic
10484	The philosophy of mathematics
10485	The philosophy of art
10486	The philosophy of science
10487	The philosophy of religion
10488	The philosophy of law
10489	The philosophy of education
10490	The philosophy of history
10493	Philosophical schools in antiquity and in the Middle Ages
10504	Philosophical schools in the modern period
10521	Different types of metaphysical theory 
10523	Difterent views concerning the existence, attributes, and knowledge of God 
10525	Difrerent conceptions of man as knower, doer, and maker 
10527	Different views concerning the existence of the mind and its relation to the body 
10530	Difrerent conceptions of the object of knowledge 
10532	Difrerent conceptions of the validity of knowledge : Kantianism, Positivism, Pragmatism, Skepticism
10533	Different views of the sources or foundations of knowledge : rationalism, Empiricism
10534	Different views of the status of the universal : Realism, Conceptualism, Nominalism
10535	Dillerent views of the epistemic status of scientific theories 
10538	Metaethical theories : intuitionism, Naturalism, Noncognitivism, good reasons theories
10539	Deontological theories : rationalism, intuitionism, Existentialism
10540	Teleological theories : Eudaemonism, Utilitarianism
10336	The beginnings of philosophy in Greece: the Pre-Socratic philosophers
10344	The maturity of Greek philosophy
10351	Hellenistic and Roman philosophy
