Id	Label
7129	Peoples and Traditional Civilizations of East, Central, South, and Southeast Asia
7131	China to the Beginning of the Late T'ang (AD 755)
7190	China from the Late T'ang (ad 755) to the Late Ch'ing (c. 1839)
7248	Inner (Central and Northeast) Asia to c. 1750
7296	Japan to the Meiji Restoration (1868), and Korea to 1910
7373	The Indian Subcontinent and Ceylon to c. AD 1200
7418	The Indian Subcontinent from c. 1200 to 1761, and Ceylon from c. 1200 to 1505
7464	The Peoples and Civilizations of Southeast Asia to c. 1600
7132	The character and achievements of Chinese civilization, the geography and ethnography of China, archaeological and documentary historical sources, historiographic problems
7133	The emergence of traditional Chinese civilization
7157	The unification of China under the Ch'in and Han dynasties (221 BC-AD 220)
7174	The breakdown and revival of the empire
7191	The late T'ang dynasty, the Ten Kingdoms, the Five Dynasties, and the Sung dynasty
7215	Mongol-Chinese rule under the Yuan dynasty (1279-1368)
7223	The Ming and Ch'ing dynasties to c. 1839
7249	The peoples of the steppes, their cultures, and their interactions with neighbouring civilizations
7251	The peoples and states of Inner Asia to c. AD 1200
7271	The Mongol Empire and its successor states
7285	Tibet and Nepal to c. 1750
7294	The waning of nomad power from the 16th to the 18th century
7297	Introduction
7299	Early Japan
7318	Feudal Japan
7355	Korea to 1910
7374	The character and achievements of traditional Indian civilizations and their influence on Ceylonese and Southeast Asian civilizations, the geography and ethnography of the Indian subcontinent and Ceylon, archaeological and documentary historical sources, 
7375	India from the prehistoric period to AD 300
7402	North India, the Deccan, and South India (AD 300-750)
7408	North India (750-1200), the Deccan, and South India (750-c. 1330)
7414	Ceylon from the prehistoric period to the end of the Classical Age (AD 1200)
7419	North India under Muslim hegemony (c. 1200-1526)
7432	The Deccan (c. 1320-1627) and South India (1336-1646)
7442	The beginning of the political and administrative unification of the subcontinent under the Mughal Empire (1526-1761)
7455	The emergence of the Maratha Empire in Maharashtra: rise to power and decline after 1761
7460	Ceylon from c. 1200 to the arrival of the Portuguese (1505)
7465	The character and achievements of traditional Southeast Asian civilizations, South and East Asianinfluences, the geography and ethnography of Southeast Asia, archaeological and documentaryhistorical sources, historiographic problems
7466	Mainland Southeast Asia to c. 1600
7497	Islands of the Indonesian Archipelago to c. 1600
7134	The prehistoric period
7142	The beginnings of the Chinese civilization: the early dynasties
7158	Establishment of the Ch'in empire (221 -206 BC)
7162	The Han dynasty
7175	The Six Dynasties period (AD 220-589)
7179	The reunification of China under the Sui and early T'ang dynasties
7192	The late T'ang and the Northern Sung
7209	The Southern Sung (1126-1279)
7212	Sung cultural and economic developments
7216	The Mongol conquest of China: imposition of Mongol government and policies
7220	Religious and intellectual life, relations with the West, decline of Mongol rule
7225	The Ming dynasty (1368-1644)
7234	The Ch'ing (Manchu) dynasty to c. 1839
7252	The Hsiung-nu tribal confederation dominating Mongolia, southern Siberia, and eastern Turkistan from c. 400 BC to c. AD 50
7255	The Manchurian tribes
7260	Development of West and East Turkistan to c. 1750
7265	The Mongolian and Tungusic states from the 10th to the 13th century
7268	The development of Afghanistan to c. 1700
7272	The establishment of a united Mongol Empire in Central, eastern, and western Asia by Genghis Khan and his successors (1206-60)
7276	The Mongol successor states
7286	Tibet to c. 1750
7291	Nepal to c. 1750
7300	Prehistoric cultures
7303	The ancient period
7310	The Imperial state from 710 to 1185
7319	The Kamakura period (1192-1333)
7328	The second feudal era: the Muromachi, or Ashikaga, period (1338-1573)
7335	The period of the “warring country” and the beginning of unification under the Oda regime
7343	The Tokugawa period (1603-1867): military-bureaucratic rule
7356	The prehistoric origins of the Korean people, the use of ironware and emergence of tribal states in the Bronze Age
