Id	Label
1562	Development and distribution of cyclones and anticyclones
1563	Lightning and thunderstorms
1564	Tornadoes, hail, and other severe phenomena associated with organized storms or squall lines
1565	Tropical cyclones: hurricanes and typhoons
1567	Synoptic weather data: the collection and correlation of meteorological observations
1569	Numerical weather prediction and numerical climate modeling
1571	Short-range forecasting
1576	Long-range forecasting
1582	Factors that generate climate
1592	Climatic variation
1597	Climatic types: the Koppen classification system, world climates and their distribution
1599	Influences of climate on terrestrial life
1601	Microclimates
1603	Climatic change
1612	Hypsography of the Earth's surface
1615	Physiography of the continents
1618	The oceanic regions
1623	The continental shield areas and their age, structure, and constituent rocks
1625	Uplift, downwarp, and fracture of continental platforms
1631	Composition: evidence from bottom samples, geophysical techniques
1632	Structure and origin
1633	Submarine canyons incising the continental terrace
1635	Components of ocean basins
1639	The origin of ocean basins
1643	Types of mountains; e.g., volcanic, block-fault, folded
1645	The worldwide system of mountain ranges, fracture zones, and volcanic island arcs
1652	Classification of ridges
1655	Origin and growth of ridges
1658	Occurrence and distribution of ridges in the Atlantic, Pacific, and Indian oceans 
1662	The process of weathering: the disintegration and alteration of rocks at or near the Earth's surface
1664	Soil formation as a result of weathering
1669	Gravitational processes: earth movements on slopes
1671	Fluvial processes
1676	Eolian processes
1681	Marine processes
1684	Glacial processes
1687	Lacustrine processes
1692	Biological processes 
1697	Extraterrestrial processes: the occurrence of meteorite craters 
1699	Volcanic-tectonic processes
1702	The fluvial environment 
1709	The lacustrine environment 
1715	The estuarine environment
1718	The marine environment
1730	The desert environment
1741	The glacial environment 
1755	The polar environment
1757	The tropical environment: jungles, rain forests 
1759	The temperate environment: woodlands and grasslands 
1761	The subterranean environment: e.g., caves and cave systems 
1763	Karst topography
1766	The concept of uniformitarianism 
1767	The concept of the cycle of erosion
1768	The concept of morphogenetic regions
1769	The concept of dynamic equilibrium
1770	The concept of entropy
1775	Theories of the origin of the Earth
1776	The development of crust from mantle
1779	The relation of the development of the Earth's atmosphere to the origin of the solar system, the development of other planetary atmospheres
1780	The original atmosphere of the Earth
1781	Development of the present terrestrial atmosphere
1782	The present atmosphere
1783	Effects of human activities and their ramifications
1786	The early oceans
1787	The chemical view of the modern oceans
1788	The present hydrosphere
1790	The Earth's crust and upper mantle
1791	Endogenic regimes of the continents: geosynclines, platforms, rifts, continental margins 
1792	The relation between endogenic regimes and deep-seated Earth processes
1794	The distribution of mountain belts in relation to global tectonics
1795	The tectonic mountain belts
1796	The geosynclinal hypothesis of mountain building
1797	The development of mountain systems
1799	Early speculations about the existence of a single supercontinent and its fragmentation into the present-day landmasses
1801	Wegener's concept of continental drift
1803	Hess' seafloor spreading model
1805	Plate tectonics as a unifying theory
1810	The layered rocks of the Earth's crust and their depositional environments
1816	Stratigraphic classifications and their historical development
1825	Stratigraphic nomenclature in theory and practice
1830	The nature of fossils and fossilization processes
1832	The fossil record
1854	The appearance and disappearance (mass extinctions and background extinctions) of species revealed in the fossil record
1856	The paleontological criteria for the correlation of layered rocks
1861	Application to geological problems: the relative geological time scale
1862	Application to archaeological problems
1864	General considerations
1867	Radiometric dating
1872	Non-radiometric dating: biological and geological processes as absolute chronometers
1874	Applications of absolute dating
1883	The Cambrian Period
1884	The Ordovician Period
1885	The Silurian Period
1886	The Devonian Period
1887	The Carboniferous Period
1888	The Permian Period
1890	The Triassic Period
1891	The Jurassic Period
1892	The Cretaceous Period
1894	The Tertiary Period
1896	The Quaternary Period 
1245	The Coriolis force
1246	The effects of centrifugal force
1247	Tidal friction
1252	The astrogravimetric method
1253	Satellite measurements
1254	Correlation of data from differfent methods
1262	Isostasy
1264	Gravity anomalies
1298	Response to stress
1299	Elastic and plastic deformation
1301	Tectonic folding
1302	Foliation, lineation
1303	Nappes (large rock sheets thrust over other rock formations)
1304	Salt domes and other diapiric structures
1305	Nontectonic folding; e.g., slumping of recently deposited sediments
1313	The crust: the Earth's outer layer, which may be diircrcntiated into continental and oceanic crust
1314	The Mohorovicic discontinuity: the zone that separates crust from mantle
1315	The mantle: the layer between crust and core that composes the bulk of the Earth's volume
1316	The core: the Earth's innermost region, thought to be molten liquid except for a solid inner portion
1327	Seismic wave velocities
1328	Density distribution
1330	Investigations of geochemical equilibria at high temperatures and pressures
1332	The composition and mineralogy of meteorites that may correspond to rocks forming the Earth's interior
1333	Evidence from crustal igneous rocks that are derived from the upper mantle
1341	The principal nonsilicate minerals
1352	The silicate minerals
1360	The major rock-forming mineral groups
1372	The occurrence of mineral associations and phase equilibrium
1376	Ore deposits: concentrations of metals and metalliferous minerals
1377	Minerals of gem quality
1380	Properties of igneous rocks, composition, texture, and structure
1381	Classification of igneous rocks
1382	Formation of igneous rocks: magmas
1383	Distribution and abundance of igneous rocks
1384	Principal families of igneous rocks
1392	Properties of sedimentary rocks: texture and mineralogical and geochemical composition
1393	Classification systems: clastic, nonclastic
1394	Sedimentary structures
1395	Sedimentary environments: marine,nonmarine
1396	Principal types of sedimentary rocks
1406	Distribution of sedimentary rocks through time
1408	Metamorphic variables: temperature, pressure, and rock composition
1409	Textural and structural features
1410	Origin of metamorphic rocks
1411	Rocks of the principal facies
1412	Distribution of metamorphic rocks
1414	In the oceanic regions: basaltic lavas, reef limestones, abyssal sediments of the deep oceans
1415	In the stable continental regions: conglomerates, sandstones, evaporites, coal measures
1416	In the continental borderlands: sandstones, shales, limestones
1417	In the island arcs: andesite and spilite lavas, ultrabasic intrusive rocks, graywackes, shales
1418	In the major mountain ranges
1420	In the piedmont regions that are adjacent to mountain ranges: gabbros, basalts, arkoses
1422	Coals
1423	Petroleum
1424	Tar sands and oil shales
1425	Natural gas
1440	The homosphere
1445	The heterosphere
1449	The troposphere
1450	The stratosphere
1451	The mesophere
1452	The thermosphere
1454	The ozonesphere
1457	The ionosphere
1461	The exosphere
1475	Standing waves of the mid-latitude westerlies and related systems
1476	Mid-latitude traveling disturbances: cyclones, anticyclones
1478	Trade winds
1479	Tropical disturbances: noncyclonic storms, hurricanes and typhoons
1480	Monsoons
1482	Polar-night westerlies
1483	Summer easterlies of the mesosphere and stratosphere
1491	Oceans and marginal seas
1492	Gulfs and bays
1494	Rivers, lakes, and marginal bodies such as estuaries ond swamps
1495	Groundwater contained within the pores of rocks
1497	Ice sheets and glaciers
1498	Icebergs and pack ice
1499	River ice and lake ice
1518	Link between ocean surface temperature and climate anomalies
1519	El Nino/Southern Oscillation (ENSO)
1520	Moderating effects of the Gulf Stream system on climate
1536	The general deep-sea circulation
1537	Tidal currents: periodic currents associated with tides in the sea
1538	Density currents down continental slopes, produced by differences in temperature, salinity or sediment concentration
1542	Humidity indices: absolute, specific, and relative humidity; dew-point temperature
1543	Climatic aspects of atmospheric humidity
1544	Effects of atmospheric humidity on the life and health of humans and other life-forms
1546	Convection, air-mass convergence, and other processes that lead to condensation
1547	Condensation nuclei: atmospheric ions, salt and dust particles
1548	Dew
1549	Frost
1551	Formation and growth of clouds
1552	Description and classification of clouds
1553	Clouds and weather
1554	Fog
1555	Artificial modification of clouds and fogs
1557	Origin of precipitation in clouds, mechanisms of precipitation release
1558	Types of precipitation: drizzle, rain, freezing rain; snow; sleet, hail
1559	The world distribution of rainfall
1560	Effects of precipitation
1572	Nowcasting
1574	Model Output Statistics
1577	Enhancing the reliability of extended-range prediction through systematic studies of atmosphere-ocean interactions
1579	Limits to predictability
1583	Solar radiation
1588	Temperature
1589	Atmospheric pressure
1590	The world's oceans
1591	The moisture cycle
1593	Seasonal changes resulting from the north-south migration of belts of cyclonic activity and other cyclic processes
1594	Local effects: modification of climate by local terrain and surface conditions
1595	Effects of human activities on global climate
1604	Evidence
1606	Identified causes of certain forms of climatic variation
1619	Principal oceanic features
1621	Oceanic physiography
1626	Plateaus and basins
1627	Rift valleys
1628	Water bodies occupying fault-bounded structural depressions
1636	The oceanic crust
1637	Major features of the deep-ocean floor
1646	The Circum-Pacific System
1647	The Tethyan System
1648	Subsidiary mountain ranges
1649	The volcanic island arc systems
1650	The rock types constituting the folded mountain ranges and island arcs 
1653	The global oceanic ridge system; spreading-centre zones and associated phenomena
1654	Aseismic ridges
1656	General geophysical properties
1657	Oceanic ridges as manifestations of divergent lithospheric plate boundaries 
1665	Processes and factors in soil formation
1666	Classification and distribution of soils
1667	Soil crusts
1668	Soil erosion and deterioration
1672	Entrainment and transport of materials
1673	Erosion, deposition
1674	The sediment yield of drainage systems
1675	The formation of hillslopes
1677	Transportation of rock debris by wind
1678	Effects of wind transport
1679	Deposition by wind: formation and migration of dunes, the role of vegetation
1680	Wind action and the works of humankind
1682	Erosion and deposition of coastal materials by waves and currents
1683	Transport of sediment by density flows
1688	Erosion and deposition by waves and currents
1689	Sedimentation in lakes
1690	Effects of flora and fauna on lakes and lake systems 
1693	Effects of plants and organisms on rock weathering and soil formation
1694	Effects of vegetation type and density on sediment yield
1695	Effects of humankind on the Earth's surface features
1703	Distribution of rivers in nature
1704	Drainage patterns
1705	The geometry of river systems
1706	Streamflow and fluvial landforms
1708	The evolution of river systems through geological time
1710	Lake basins
1711	Lake hydraulics: lake currents, surface waves, seiches, effects of wave and current action 
1712	Lakes in arid regions
1713	Glacial lakes
1714	Swamps, marshes, and bogs
1716	The formation and destruction of estuaries
1717	Hydrologic features of estuaries
1719	Coastal features resulting from depositional processes
1726	Coastal features resulting from erosional processes: sea cliffs and related landforms
1727	Coastal features dependent on bedrock type, bedrock structure, or local topography
1729	Submerged coastal features: the continental shelf and slope, submarine canyons
1731	Geomorphic processes that shape desert landforms
1732	Surficial features of deserts
1740	Desert boundaries: expansion and contraction of desert areas 
1742	Processes of glaciation
1743	Landforms produced by glacial erosion
1747	Landforms produced by glacial deposition
1751	Landforms produced by periglacial processes
1806	A Lithospheric plate boundaries as sites of volcanism, seismicity, and orogeny
1807	The impact of continental drift on the evolution of life forms
1812	Clastic sedimentary rocks
1813	Carbonate rocks
1814	Volcanic rocks
1815	Cyclic deposits: cyclothems, varved deposits
1818	The principle of uniformitarianism
1819	The principle of superposition of strata
1820	The idea of a fossil succession
1821	The facies concept
1822	The stage concept
1823	The recognition of zones
1824	Radiometric dating
1826	Stratigraphic terminology and its standardization
1827	Stratigraphic boundary problems
1828	Special stratigraphic terminologies and divisions
1833	Precambrian life: the Proterozoic fossil record
1837	Post-Precambrian life: the Phanerozoic fossil record 
1857	Index fossils
1858	Faunal and floral assemblages
1859	Organic microfossils: pollen, spores, tests
1868	Radioactivity and radioactive decay 
1869	Principles of radiometric dating
1870	Definition of time zero, sources of error in radiometric dating
1871	Dating methods
1875	The absolute geological time scale
1876	Determination of the age of the Earth and the ages of rocks and meteorites
1877	Determination of the rates of seafloor spreading
1897	The Pleistocene Epoch
1898	The Holocene, or Recent, Epoch 
1342	Native elements
1343	Sulfides and sulfarsenides
1344	Sulfosalts
1345	Oxides and hydroxides
1346	Halides
1347	Carbonates
1348	Nitrates
1349	Borates
1350	Sulfates
1351	Phosphates
1353	Silicate structure and composition, the basic structural unit, the silicon-oxygen tetrahedron
1354	Isolated and double tetrahedral group silicates
1355	Ring silicates
1356	Chain silicates
1357	Sheet silicates
1358	Framework silicate
1361	The olivines; e.g., forstcruc, fayalitc
1362	The pyroxenes; e.g., augitc, jadcite
1363	The amphiboles; eg., hornblende, tremolite
1364	The micas; eg., muscovite, biotite
1365	The feldspars; e.g., orthoclase, albite
1366	The feldspathoids; e.g., nepheline, leucite
1367	The silica minerals; e.g., quartz, tridymite
1368	The clay minerals; eg., kaolinite, illite
1369	The carbonates: e.g., calcite. dolomite
1370	The garnets; e.g., almandine, pvrope
1371	Other major rock-forming minerals; e.g., magnetite, pyrite
1373	In igneous and metamorphic rocks
1374	In sedimentary rocks and precipitates
1375	In the Moon, planets, and meteontes
1385	The intrusive igneous rocks that result when magma cools and solidifies below the surface of the Earth
1387	The extrusive igneous rocks that form from magma that erupts at the surface of the Earth
1389	The pyroclastic igneous rocks that form from deposits of explosive volcanic eruptions
1397	Conglomerates, breccias, tillitces, and other heterogeneous clastic rocks
1398	Sandstones: arenites and wackes
1399	Mudrocks, including shales
1400	Limestones and dolomites
1401	Siliceous rocks
1402	Phosphorites
1403	Evaporites
1404	Iron-rich sedimentary rocks
1405	Organic-rich sedimentary rocks
1441	Water cycle
1442	Carbon budget
1443	Nitrogen budget
1444	Sulfur budget
1446	Oxygen dissociation
1447	Escape of helium and hydrogen from the upper atmosphere
1455	Absorption of ultraviolet radiation of wavelengths harmful to plant and animal life
1456	Heating of the upper atmosphere
1458	Ionospheric variations and disturbances of atmospheric origin
1459	Ionospheric variations and disturbances of solar ongin: auroras and magnetic storms
1460	The effects of the ionosphere on radio waves
1462	Effects of low particle density on the properties of the exosphere
1463	Determination of the critical zone, the layer above which the number of particle collisions is negligible
1464	The Van Allen radiation belts
1584	Variability of incident radiation; the solar constant
1585	Effects of the atmosphere
1587	Variations in the Earth's albedo due to clouds and ice
1720	Beaches: materials, morphological features, physical processes
1721	Sand dunes and sandbars
1722	River deltas
1723	Coral reefs
1724	Lagoons
1725	Marshes
1733	Mountains, plateaus, pinnacles, and similar features
1734	Alluvial fans
1736	Pediments: bedrock surfaces fringing desert highlands
1737	Desert plains, basins, depressions
1738	Playas, pans, saline flats
1739	Sand sheets and sand dunes
1744	Rock polish, striations, grooves, and other small-scale features
1745	Glaciated valleys, cirques, aretes, horns, fjords
1746	Glacially eroded rock basins in non-mountainous regions
1748	Glacial till, moraines, drumlins, and other landforms of nonstratified drift
1749	Ice-contact deposits, kames, eskers, and other landforms of stratified drift
1750	Glaciolacustrine sediments and associated landforms
1752	Permafrost
1753	Talus, rock glaciers, block fields
1754	Patterned ground, including stone nets, stripes, and polygons, and features related to the melting of buried ice masses
1834	The origin of life
1835	Precambrian protists, plants, and animals
1838	Plants
1839	Protista
1840	Porifera
1841	Cnidaria(Coelenterata)
1842	Mollusca
1843	Conodonta
1844	Bryozoa
1845	Brachiopoda
1846	Arthropoda
1847	Echinodermata
1848	Graptolithina
1849	Fishes
1850	Amphibia
1851	Reptilia
1852	Birds
1853	Mammals
