Id	Label
1	Britannica
2808	Human Life
2810	Stages in the Development of Human Life on Earth
2857	The Human Organism: Health and Disease
3119	Human Behaviour and Experience
2812	Human Evolution
2839	Human Heredity: the Races of Mankind
2859	The Structures and Functions of the Human Body
2948	Human Health
2988	Human Diseases
3084	The Practice of Medicine and the Care of Health
3121	Human Nature and Experience: General Considerations
3155	Influence of the Current Environment on a Person's Behaviour and Conscious Experience
3240	Current Internal States Affecting a Person's Behaviour and Conscious Experience
3258	Persisting Capacities and Inclinations That Influence Behaviour and Conscious Experience
3280	Development of a Person's Potentials: Learning and Thinking
3295	Personality and the Self: Integration and Disintegration of the Person as a Whole
2813	The evolutionary process
2815	Human evolutionary relationships with living and fossil primates
2826	The fossil record of the Hominidae
2840	Heredity in humans
2848	The nature and origin of human races
2860	The structures and functions of the cardiovascular system
2872	The structures and functions of the lymphatic system
2874	The structures and functions of the respiratory system
2878	The structures and functions of the digestive system
2888	The structures and functions of the endocrine system
2902	The structures and functions of the reproductive system
2905	The structures and functions of the excretory system
2908	The structures and functions of the supportive-protective system
2928	The body cavities and their membranes: the thoracic cavity, the abdominal cavity
2929	The structure and functions of the nervous system
2947	The composition and properties of body fluids and tissues 
2949	Stages in the human life cycle
2957	Definitions and ranges of normality in human health
2958	Bodily mechanisms for the maintenance of human health during stress
2973	Other regimes affecting standard values in human health
2989	Characteristics, causes, and classifications of human disease
2990	The detection and diagnosis of disease
2991	The treatment of disease: therapeutics
3007	The symptoms, diagnosis, and treatment of diseases of the body as a whole
3020	The symptoms, diagnosis, and treatment of diseases affecting any organ or tissue of the body
3022	Diseases of particular bodily systems
3085	Medical education
3086	Fields of specialized medical research
3088	The practice of medicine
3102	Public health services and administration
3103	Hospital services and facilities
3104	Environmental sanitation and health: the control of air, water, and soil pollution
3105	Efforts directed toward the prevention of malnutrition
3107	The prevention and control of infection
3114	Industrial and social medicine
3118	The economics of health and disease
3122	The relative contribution of opposing factors in human behaviour and conscious experience, the degree to which these factors interact to produce human behaviour and conscious experience
3146	Stages in the development of human behaviour
3157	Attention to the environment: awareness of internal and external events 
3166	Sensation: the reception of information about the environment
3201	Perception: the process of translating sensory stimulation into organized experience
3215	The perception of time
3220	The perception of space
3226	The perception of movement
3229	Perceptual illusions and hallucinations
3235	Theories of parapsychological phenomena
3241	Motivational states: needs and desires that channel a person's behaviour and experience
3248	Emotional states: bodily conditions and feelings accompanying motivation and arousal conditions
3252	Transient states affecting behaviour and experience
3259	The nature of human capacities 
3260	The assessment of human abilities: psychological measurement
3264	Sensorimotor abilities: bodily skills and mechanical abilities
3265	Intellectual abilities: theories of intelligence
3266	The distribution of intelligence
3272	Personal propensities and idiosyncrasies affecting behaviour and experience
3273	Attitudes
3279	Persuasion and change of attitude
3281	Diverse theories of human learning
3285	Psychomotor learning
3286	Perceptual learning
3287	Conceptual learning and concept formation
3288	Memory: retention and forgetting of learned habits and content
3289	Abnormalities of memory: amnesia, paramnesia and confabulation, hypermnesia—enhancement of memory
3290	The higher thought processes
3296	Definitions of personality
3304	Measurement of personality
3307	Personality functioning and adjustment
3313	Persisting disturbances of personality integration or functioning: mental disorders
2816	The primates
2822	Distinguishing characteristics of the Hominidae
2827	The discovery and recognition of the hominid fossil record
2828	Classification of the Hominidae
2841	The biological basis of human heredity: genetic reproduction
2842	Inheritance of behavioral traits
2845	Applications of human genetics
2846	Specific behavioral traits affected by inheritance
2847	Consanguinity and its effects
2849	Aspects of racial diversity
2850	Measures of race
2853	The races of mankind
2861	The heart
2863	The blood vessels: arteries, veins, and capillaries
2865	Human blood
2870	Blood circulation: the central pump, the systemic circulation, the pulmonary circulation
2875	The upper portion of the respiratory tract: nasal cavity, pharynx, larynx, and trachea
2876	The lungs and bronchi
2877	The regulation, control, and dynamics of breathing
2879	Structure of the components of the digestive tract
2886	The digestive process
2889	The glands and tissues making up the system and their secretions
2898	The effects of the endocrine system upon sex-oriented processes
2903	The male reproductive system
2904	The female reproductive system
2906	The structures: kidneys, ureters, urinary bladder, urethra
2907	The excretory process
2909	The composition and properties of bone
2911	The connective tissues
2913	The joints
2915	The bursae
2917	The sinuses
2919	The muscular system
2921	The structure and properties of muscle
2926	The integument and derivatives: skin, hair, and nails
2930	The central nervous system: the brain and spinal cord, the cerebrospinal fluid
2932	The peripheral nervous system
2935	The autonomic nervous system: the sympathetic and parasympathetic systems
2937	The eye and the process of vision
2939	The ear and the process of audition
2941	Other sensory receptors
2950	Fertilization: the beginning of life 
2951	Prenatal development 
2952	Birth
2953	Postnatal development 
2954	Reproduction
2955	Aging
2956	Dying and death
2959	The maintenance of the internal environment and the adaptation of cells to severe stress
2961	Defenses against disease
2966	Role of the blood in the prevention of hemorrhage
2968	Healing: the processes of regeneration and organization in the repair of tissues
2970	The alarm reaction
2974	Nutrition and diet
2980	Exercise and physical conditioning
2984	The state of sleep and its effects
2992	Aspects of medical treatment: factors for consideration in the formulation of a therapeutic regimen
2994	Major therapeutic techniques
3008	Physiological shock
3009	Metabolic diseases and disorders
3010	Nutritional diseases: disorders related to nutritional deficiencies and excesses
3011	Diseases and disorders of fluid and electrolyte balance
3012	Infectious or contagious diseases: the impairment of health by living invaders of the body
3013	Diseases and disorders present at the time of birth
3014	Childhood diseases
3015	Disorders and injuries caused by physical agents
3017	Dehydration and associated disorders
3018	Poisoning
3019	Allergenic diseases and anaphylactic shock
