Id	Label
1	Britannica
9380	The Branches of Knowledge
9382	Logic
9459	Mathematics
9771	Science
10240	History and the Humanities
10331	Philosophy
9384	History and Philosophy of Logic
9429	Formal Logic,Metalogic,and Applied Logic
9461	History and Foundations of Mathematics
9526	Branches of Mathematics
9690	Applications of Mathematics
9773	History and Philosophy of Science
9849	The Physical Sciences
9952	The Earth Sciences
10025	The Biological Sciences
10072	Medicine and Affiliated Disciplines
10171	The Social Sciences and Psychology and Linguistics
10222	The Technological Sciences
10242	Historiography and the Study of History
10288	The Humanities and Humanistic Scholarship
10333	History of Philosophy
10438	The Nature and the Divisions of Philosophy
10491	Philosophical Schools and Doctrines
9385	History of logic
9418	Philosophy of logic
9430	Formal logic
9444	Metalogic
9451	Applied logic
9462	History of mathematics
9507	Foundations of mathematics
9527	Set theory
9540	Algebra
9576	Geometry
9614	Analysis
9648	Combinatorics and numbertheory
9660	Topology
9691	Mathematics as a calculatory science
9719	Statistics
9731	Numerical analysis
9738	Automata theory
9744	Mathematical theory of optimization
9749	Information theory
9754	Computer science
9761	Mathematical aspects of physical theories
9774	History of science
9811	Philosophy of science
9850	History of the physical sciences: the evolution of astronomy, physics, and chemistry
9927	The nature and scope of astronomy and astrophysics
9936	The nature and scope of physics: its major subject matters, methods, and problems  
9945	The nature and scope of chemistry: its major subject matters and problems 
9953	The history of the Earth sciences
10017	The nature, scope, and methods of the particular Earth sciences  
10026	History of the biological sciences
10059	The nature, scope, and methodology of the biological sciences  
10066	Philosophy of biology
10073	History of medicine and surgery
10143	Fields of specialized medical practice or research
10166	Disciplines affiliated with medicine
10172	History of the social sciences
10192	The nature of anthropology
10195	The nature of sociology
10201	The nature of economics
10205	The nature of political science
10210	The nature of geography
10213	History and methods of psychology
10217	The nature of linguistics
10223	History of the technological sciences
10224	Nature and scope of engineering
10228	The nature and scope of agricultural sciences
10232	The nature and scope of recently developed interscience disciplines
10243	Historiography: the types of historical writing
10264	Modern historical investigation and research: sources and methods
10284	Philosophy of history: speculations about the historical process, philosophical analysis of
10289	History of humanistic scholarship
10325	The humanities
10334	History of Western philosophy
10405	Non-Western philosophy
10430	Philosophies associated with religion
10439	The nature, scope, and methods of philosophy 
10445	The divisions of philosophy
10492	Major philosophical schools in the West
10520	Theories of Being and existence
10529	Theories of thought, knowledge, and faculties of mind
10537	Theories of conduct
9386	Ancient logic
9393	Medeva logic
9400	Modern logic from the Renaissance to the 20th century
9407	Logic in the 20th century
9413	Logic in the East
9419	The oreanization of logic as adiscipline
9424	Issues and developments in the philosophy of logic
9428	The place of logic among the sciences and disciplines
9431	The propositional calculus:the logic of unanalyzed sentences in combination
9435	The predicate calculus:the logic of quantified functions of terms
9440	Syllogistic:the theory of the syllogism
9441	Modal logic
9443	Set theory and natural-number arithmetic
9446	The nature and elements of metalogic
9447	Discoveries about for malmathematical systems
9449	Model theory
9452	The critique of forms of reasoning
9455	Epistemic logic:logic dealing with the concepts of belief,knowledge,assertion,doubt,andquestion
9456	Practical logic:logic dealing with the concepts of choosing,planning commanding and permitting
9457	Hypothetical reasoning and counterfactual conditionals
9463	The development of mathematics in general through ancient, medieval, and modern times
9475	Historical development of representative nonprobabilistic areas of mathematics
9499	Historical development of probabilistic areas of mathematics 
9508	The axiomatic method: mathematical analysis based upon a set of axioms, or unproved statements
9512	The genetic method
9516	The crisis in the foundations of mathematics after 1900
9521	Current directions ininvestigations of the foundations of mathematics
9528	Origins of set theory and the deEnitions of a set and a set element, or member
9529	Introduction to set theory
9532	Axiomatic set theory
9541	Arithmetic
9552	Elementary and multivariate algebra
9557	Linear and multitinear algebra
9568	Algebraic structures
9577	Euclidean geometry
9588	Non-Euclidean geometry
9594	Projective geometry
9600	Analytic and trigonometric geometry
9608	Combinatorial geometry
9610	Diflerential geometry
9612	Algebraic geometry
9615	Real analysis
9620	Complex analysis
9624	Dilferential equations
9630	Functional analysis
9634	Fourier analysis
9639	Theory of probability
9644	Vector and tensor analysis
9649	Combinatorics and combinatorial geometry
9654	Number theory
9661	General topology
9669	Topological groups and differential topology
9676	Algebraic topology
9692	Numerical notations
9696	Geometrical aids
9703	Mathematical models 
9705	Calculatory aspects of algebra
9709	Calculation using tables and graphs
9712	Analogue computation
9715	Digital computation
9720	The basic principles of statistical inference
9726	Estimation 
9728	Hypothesis testing 
9730	Structure in data : use of regression analysis to discover systematic patterns
9732	Introduction : definition, origins, and basic concepts of numerical analysis
9733	Errors : round-oFF and truncation
9734	Approximation of functions : linear and polynomial interpolation, least squares approximation
9735	Solution of equations : linear, nonlinear, and difrerential equations
9736	Applications and implementation of numerical analysis 
9739	Introduction 
9741	Neural nets and automata
9742	Probabilistic questions : random eifects in the operation of automata
9743	Classification of automata
9745	The theory of games : analysis of the strategic features of conflict situations
9746	Linear and nonlinear programming (mathematical programming)
