Id	Label
1	Britannica
2	Matter and Energy
174	Energy, Radiation, and the States and Transformation of Matter
176	Chemical Elements: Periodic Variation in Their Properties
247	Chemical Compounds: Molecular Structure and Chemical Bonding
371	Chemical Reaction
473	Heat, Thermodynamics, and the Nonsolid States of Matter
591	The Solid State of Matter
687	Mechanics of Particles, Rigid Bodies, and Deformable Bodies: Elasticity,Vibrations, and Flow
763	Electricity and Magnetism
870	Waves and Wave Motion
177	The systematic classification of the elements on the basis of their chemical and physical properties and atomic structures
179	The groups of the chemical elements in the long form of the periodic table
227	Other classifications of the elements or groups of them
235	The origin of the elements and their relative abundances in nature
248	The theory of molecular structure: its history and development
262	Experimental and theoretical procedures for the determination of molecular structures
293	Spectra of molecules
297	The theory of chemical bonding: its development and experimental bases
317	Systems of classification of chemical compounds or substances
324	Inorganic compounds
340	Organic compounds
372	General considerations of chemical reactions
390	Energy changes in chemical reactions
395	Rates of chemical reactions
418	Mechanisms of chemical reactions
427	Acid-base reactions and equilibria
445	Oxidation-reduction reactions
464	Photochemical reactions
468	Chemical reactions and chemical theory in the synthesis of chemical compounds
474	The principles of thermodynamics
511	The gaseous state of matter
523	The liquid state of matter
535	Solutions and solubility
554	Physical effects at surfaces
565	The plasma state of matter: completely ionized gases interacting with magnetic and electric fields
576	The properties of matter at extreme conditions
586	Transport phenomena
592	Crystals and crystallography
606	The theory of the crystalline solid state
629	Ionic crystals
640	Metals
668	Semiconductors and insulators
683	The glassy or amorphous state of matter
688	The principles of classical mechanics
726	Relativistic mechanics in inertial systems of reference
730	The stress dynamics of elastic materials
735	Vibrations of elastic bodies
741	Fluid mechanics, including gas dynamics
753	Rheological phenomena: deformation and flow
764	The static electric charge
778	Moving charges and electric currents
815	Magnetism
841	The theory of fields in physics
847	The electromagnetic field and the theory of electromagnetic radiation
867	Relativistic electrodynamics
871	General wave phenomena and the theory of wave motion
895	Electromagnetic waves
920	Light waves
951	The focusing and imaging of light waves
960	Sound waves
181	Hydrogen, its forms, isotopes, and compounds
184	The alkali metals, or the Group la elements of the periodic table
187	The alkaline-earth metals, or the Group Ila elements of the periodic table
190	The boron group of the elements, or the Group Ilia elements of the periodic table
193	The carbon group of the elements, or the Group IVa elements of the periodic table
196	The nitrogen group of the elements, or the Group Va elements of the periodic table
199	The oxygen group of the elements, or the Group Via elements of the periodic table
202	The halogen elements, or the Group Vila elements of the periodic table
205	The noble gases, or the Group 0 elements of the periodic table, formerly called the inert gases
208	The zinc group elements, or the Group lib elements of the periodic table: zinc, cadmium, mercury
210	The transition elements
218	The rare-earth, or lanthanide, elements of the periodic table
221	The actinide elements of the periodic table
224	The transactinide elements of the periodic table
228	Metals; semimetals, or metalloids; nonmetals
229	Stable and radioactive elements
230	Native and combined elements
231	Noble metals, including the platinum group of metals
232	Synthetic elements: transuranium elements
233	Biologically active or essential elements
234	Technologically significant elements
236	On Earth
241	In the solar system 
243	In the stars
245	In the rest of the universe 
249	Early concepts of molecular structure
251	Quantum mechanical and electrostatic approaches to the theory of molecular structure
253	Molecular bonds and shapes
256	Time-dependency properties of molecules
258	Molecular structure and its relation to the properties of bulk matter
263	The separation, isolation, and purification of chemical substances based on chemical equilibria and rate phenomena
270	Classical methods of qualitative and quantitative analysis
272	Instrumental methods used to identify functional groups, molecular sub-units, and structural features
280	Diffraction methods for determining molecular structures
283	Physical methods used to determine optical activity, magnetic susceptibility, calorific values, heat of combustion, activation energy, and reaction rates
285	The synthesis and characterization of derivatives, or specifically modified molecules
287	The determination of molecular weight based on thermodynamic theory, on transport phenomena, and on known spatial arrangements of atoms in the solid state
289	The principles of conformational analysis as related to molecular structure
291	The scattering of molecular beams and its usefulness in the study of molecular interactions
294	The theory of molecular spectra
295	Types of molecular spectra: microwave, infrared, Raman, visible, and ultraviolet spectra
296	The interpretation of molecular band spectra in determining molecular structure
298	Nonquantum treatments of chemical bonding
304	Quantum-mechanical treatment of chemical bonding
309	Other bonding effects
312	Experimental observation of chemical bonding
314	Anomalous molecular structures, or molecular fragments with apparently anomalous valences
318	By their elemental composition or molecular structure
320	By their bond type: ionic, covalent, and coordination compounds
321	By their chemical reactivity: acids, bases, and salts; oxidizing and reducing agents
322	By their physical state: gas, liquid, and solid
323	By their origin: natural and synthetic
325	Nomenclature of binary, ternary, and coordination compounds
327	Structural classification of inorganic compounds
335	Methods of preparation of inorganic compounds
337	Reactions of inorganic compounds
341	The major groups of organic compounds
364	Preparation and purification of organic compounds
366	Physical properties of organic compounds
368	Reactions of organic compounds
373	Basic concepts involved in the study of chemical reactions
376	Growth of major theories concerning chemical reactions
378	Classification and nomenclature of the principal kinds of chemical reactions
391	The classification of chemical reactions according to energy changes involved
393	The significance of activation energy in chemical reactions
394	Thermodynamic relations in chemical reactions: chemical equilibrium, free energy and entropy changes
396	Factors that affect the rate or direction of chemical reactions
405	Factors that affect the kinetic order of chemical reactions
408	Factors that affect the extent of chemical reactions: equilibrium constant
410	Complex reactions: reactions governed by more than one reaction rate
412	Experimental methods for studying chemical kinetics
416	Kinetic studies as a means of elucidating reaction mechanisms
419	Factors influencing the course of a reaction
421	Energy changes through single-stage and multi-stage processes
422	Factors that reveal the mechanisms of a reaction
424	Classification of reaction mechanisms based on the nature of electron pairing in the transition state, on the nature of the attacking species, on the nature of catalysis, on the number of components of the transition state
425	Mechanisms of the principal types of reactions
428	General properties of acids and bases
430	Theoretical approaches to acid-base concepts
434	Acid-base reactions
438	Quantitative aspects of acid-base equilibria
443	The experimental study of acid-base reactions and equilibria
446	Major classes of oxidation-reduction reactions
449	Definitions of oxidation and reduction based on the reaction's stoichiometry
451	Theoretical aspects of oxidation-reduction processes
456	Electrochemical reactions: chemical changes associated with the passage of an electrical current
460	Oxidation-reduction reactions in biological systems
462	Oxidation-reduction reactions in combustion and flames
465	The photochemical process
466	Experimental methods used in the study of the photochemical process and photochemical reactions
467	The application of photochemical processes
469	Factors that affect the choice of a specific synthetic path
470	Factors that affect the choice of reaction conditions
471	The separation and purification of reaction products 
472	The identification, characterization, and analysis of reaction products
475	The description of physical phenomena based on the concepts of system, state of a system, and changes of state
477	The first law of thermodynamics
479	The second law of thermodynamics
481	Stable equilibrium
491	Thermodynamic relations in simple systems
501	The third law of thermodynamics
503	The effects of applied force fields on simple systems
505	Steady rate processes
508	Statistical thermodynamics
512	The nature and properties of a gas
514	The thermodynamic approach to gases: the macroscopic view that deals with bulk measurable properties
518	The particle-description approach to gases
524	The behaviour and properties of liquids at equilibrium
526	The molecular structure of liquids based on distribution functions, which measure the probable distribution of some property of molecules through the liquid
528	Properties of liquids
536	General classes of solutions
