Id	Label
1	Britannica
2808	Human Life
2857	The Human Organism: Health and Disease
2859	The Structures and Functions of the Human Body
2948	Human Health
2988	Human Diseases
3084	The Practice of Medicine and the Care of Health
2860	The structures and functions of the cardiovascular system
2872	The structures and functions of the lymphatic system
2874	The structures and functions of the respiratory system
2878	The structures and functions of the digestive system
2888	The structures and functions of the endocrine system
2902	The structures and functions of the reproductive system
2905	The structures and functions of the excretory system
2908	The structures and functions of the supportive-protective system
2928	The body cavities and their membranes: the thoracic cavity, the abdominal cavity
2929	The structure and functions of the nervous system
2947	The composition and properties of body fluids and tissues 
2949	Stages in the human life cycle
2957	Definitions and ranges of normality in human health
2958	Bodily mechanisms for the maintenance of human health during stress
2973	Other regimes affecting standard values in human health
2989	Characteristics, causes, and classifications of human disease
2990	The detection and diagnosis of disease
2991	The treatment of disease: therapeutics
3007	The symptoms, diagnosis, and treatment of diseases of the body as a whole
3020	The symptoms, diagnosis, and treatment of diseases affecting any organ or tissue of the body
3022	Diseases of particular bodily systems
3085	Medical education
3086	Fields of specialized medical research
3088	The practice of medicine
3102	Public health services and administration
3103	Hospital services and facilities
3104	Environmental sanitation and health: the control of air, water, and soil pollution
3105	Efforts directed toward the prevention of malnutrition
3107	The prevention and control of infection
3114	Industrial and social medicine
3118	The economics of health and disease
2861	The heart
2863	The blood vessels: arteries, veins, and capillaries
2865	Human blood
2870	Blood circulation: the central pump, the systemic circulation, the pulmonary circulation
2875	The upper portion of the respiratory tract: nasal cavity, pharynx, larynx, and trachea
2876	The lungs and bronchi
2877	The regulation, control, and dynamics of breathing
2879	Structure of the components of the digestive tract
2886	The digestive process
2889	The glands and tissues making up the system and their secretions
2898	The effects of the endocrine system upon sex-oriented processes
2903	The male reproductive system
2904	The female reproductive system
2906	The structures: kidneys, ureters, urinary bladder, urethra
2907	The excretory process
2909	The composition and properties of bone
2911	The connective tissues
2913	The joints
2915	The bursae
2917	The sinuses
2919	The muscular system
2921	The structure and properties of muscle
2926	The integument and derivatives: skin, hair, and nails
2930	The central nervous system: the brain and spinal cord, the cerebrospinal fluid
2932	The peripheral nervous system
2935	The autonomic nervous system: the sympathetic and parasympathetic systems
2937	The eye and the process of vision
2939	The ear and the process of audition
2941	Other sensory receptors
2950	Fertilization: the beginning of life 
2951	Prenatal development 
2952	Birth
2953	Postnatal development 
2954	Reproduction
2955	Aging
2956	Dying and death
2959	The maintenance of the internal environment and the adaptation of cells to severe stress
2961	Defenses against disease
2966	Role of the blood in the prevention of hemorrhage
2968	Healing: the processes of regeneration and organization in the repair of tissues
2970	The alarm reaction
2974	Nutrition and diet
2980	Exercise and physical conditioning
2984	The state of sleep and its effects
2992	Aspects of medical treatment: factors for consideration in the formulation of a therapeutic regimen
2994	Major therapeutic techniques
3008	Physiological shock
3009	Metabolic diseases and disorders
3010	Nutritional diseases: disorders related to nutritional deficiencies and excesses
3011	Diseases and disorders of fluid and electrolyte balance
3012	Infectious or contagious diseases: the impairment of health by living invaders of the body
3013	Diseases and disorders present at the time of birth
3014	Childhood diseases
3015	Disorders and injuries caused by physical agents
3017	Dehydration and associated disorders
3018	Poisoning
3019	Allergenic diseases and anaphylactic shock
3023	The cardiovascular system
3028	The lymphatic system
3031	The respiratory system
3037	The digestive system
3045	The endocrine system
3055	The reproductive system
3061	The excretory system 
3065	The supportive-protective system
3073	The nervous system 
3089	The kinds of medical practice in various countries
3096	Maintenance of professional standards
3108	Vaccination and immunization
3109	The quarantine and isolation of infected victims
3110	Destruction of infectious agent or carrier
3112	The use of therapeutic agents and prophylactic medication
3113	The prevention and control of epidemics
3115	The scope of industrial and occupational medicine
3116	Health and safety laws
2866	Components of blood
2868	Blood groups
2869	Bleeding and blood clotting
2880	Mouth and related structures
2881	Pharynx and esophagus
2882	Stomach
2883	The small intestine and the small bowel mucosa
2884	Large intestine, rectum, and anus
2885	Associated glands and structures: pancreas, liver, gallbladder, and bile ducts
2890	The thyroid
2891	The adrenal glands
2892	The pituitary
2893	Hypothalamus
2894	Pancreatic islets
2895	Parathyroid glands
2896	Gastrointestinal mucosa
2897	Thymus, pineal gland, kidneys, and other possible endocrine organs or hormones
2899	Glands affected by endocrine secretions: the testes, the ovaries, the placenta
2900	Female processes under endocrine control
2922	Striated, skeletal, or voluntary muscle
2923	Nonstriated, smooth, or involuntary muscle
2924	Cardiac muscle
2925	The contraction of muscle fibres 
2942	Cutaneous (skin) senses: touch, heat, cold, and pain
2943	Kinesthetic (motion) sense
2944	Vestibular sense (equilibrium): acceleration, rotation, orientation, and balance
2945	Taste (gustatory) sense
2946	Smell (olfactory) sense
2962	Maintenance of integrity of skin and mucosal linings
2963	Role of the phagocytic cells of the body
2964	Inflammation: the response to biological insult
2965	The immune response
2975	Functions of food
2976	Classes of food
2977	Recommended intakes of nutrients to meet standards of physiological and metabolic requirements
2978	Feeding behaviour
2979	Therapeutic diets
2981	Exercise needs
2983	Physiological responses to exercise and the effects of physical conditioning
2985	The nature of sleep: criteria for and problems in defining sleep
2986	Psychophysiological variations in sleep; e.g., REM, NREM, light and deep sleep, dreaming
2987	Effects of general and selective sleep deprivation
2995	Surgical treatment
2996	Biological therapy
2997	Pharmacodynamic therapy
2998	Chemotherapy
2999	Substitution therapy
3000	Radiation therapy
3001	Physical therapy
3002	Occupational therapy
3003	Shock therapy
3004	Bum treatment
3005	Organ and tissue transplants
