Id	Label
1	Britannica
4829	Technology
5188	Major Fields of Technology
5190	Agriculture and Food Production
5280	Technology of the Major Industries
5321	Construction Technology
5373	Transportation Technology
5429	Technology of Information Processing and of Communications Systems
5508	Military Technology
5590	Technology of the Urban Community
5616	Technology of Earth and Space Exploration
5191	The history of agriculture
5192	Farm management
5197	Crop farming
5214	Livestock farming
5227	Technology of hunting and fishing, whaling
5228	Food processing
5260	Food preservation
5270	Techniques for controlling the quality of food
5275	Food sources and new product development
5281	Principles of organization of work and production
5282	Major manufacturing industries
5287	The major fabrication industries
5298	The major processing industries
5310	The construction industries
5311	The service industries
5317	The utilities industries: the power, gas, telephone, and telegraph industries
5318	The merchandising and marketing of consumer goods
5319	Industrial research and development
5320	Technology of industrial safety
5322	General building construction
5365	Construction of civil engineering works
5372	Prefabrication and shop fabrication
5374	History of transportation
5390	Roads and highways and their construction
5391	Vehicles and devices for transportation across country and on roads and highways
5397	Rail transportation
5398	Stationary conveyance systems; e.g., pipelines, conveyor belts 
5399	Water transportation
5413	Air transportation
5427	Traffic control
5430	Communication and information theory
5431	Calculating devices: the abacus, tally sticks, mechanical and electromechanical calculators 
5432	Office machines
5437	Computers
5445	General information-recording devices
5455	Sound and video recording and reproducing devices 
5461	The technology of photography
5465	Information processing and systems
5483	Major systems of communication
5494	Major systems of detection and remote sensing
5497	Electronic components and techniques used in communications
5509	Offensive weaponry
5539	Defensive weaponry
5558	Weapon platforms
5581	Engineering
5585	Logistics: supply, transport, lodging, services
5586	Electronics
5591	Basic engineering services of the city
5605	Technology of the basic social services of the city
5612	Technological responses to new urban problems
5617	Techniques and equipment of surface and underground exploration
5626	Techniques and equipment of undersea exploration
5637	Techniques and equipment of space exploration
5663	Techniques of life-support systems for exploration
5193	Basic management problems and practices
5194	Farm labour, draft animals, and farm machinery
5195	Farm buildings
5196	Farming in relation to other disciplines; e.g., weather, pollution control
5198	Soil preparation and care
5200	Plant propagation, seeding and cultivation
5202	Harvesting and crop processing
5204	Specialized crop farming techniques
5207	Control of pests and disease organisms
5209	Major crops
5215	Animal breeding
5217	Major flock and stock animals
5225	Disease and pest control
5229	Fruit and vegetable processing
5231	Cereals, cereal products, and other starch products
5233	Bakery products
5236	Confectionery and candy production
5238	Meat and meat products
5240	Fish and marine products
5242	Dairying and dairy products
5245	Beverage production
5250	Spices, herbs, and flavourings
5252	Cane sugar, beet sugar, and other sweeteners
5254	Oils, fats, and waxes
5256	Eggs and egg products
5258	Cocoa and chocolate products
5261	Methods of preservation
5268	Food storage and packaging
5271	Evaluation of food quality
5273	Control of food quality
5274	Regulation of food quality by legislation, grading, and inspection
5276	History and development of new foods and new food products
5277	Utilization of new food sources; e.g., oilseeds, leaves, grasses, single-cell protein
5278	Development of new market forms
5279	Development of special foods; e.g., for space exploration
5283	The aerospace industry
5284	The automotive industry
5285	The clothing and footwear industry
5286	The furniture industry
5288	The textile industry
5289	The steel industry 
5290	The leather and hide industry
5291	The fur industry
5292	The floor-covering industry
5293	The electronics industry
5294	The tool and die industry
5295	The lumber industry
